id,Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
1606231.0,2016-06-23,1,159.229870584471,1,5.0,27.875,8,
1606232.0,2016-06-23,2,444.85642620105,1,5.0,27.875,8,
1606233.0,2016-06-23,3,161.58432145411,1,5.0,27.875,8,
1606234.0,2016-06-23,4,77.5616208592352,1,5.0,27.875,8,
1606235.0,2016-06-23,5,231.264672708937,1,5.0,27.875,8,
1606241.0,2016-06-24,1,146.028836187358,1,5.0,24.125,9,
1606242.0,2016-06-24,2,504.789708077128,1,5.0,24.125,9,
1606243.0,2016-06-24,3,161.274225315318,1,5.0,24.125,9,
1606245.0,2016-06-24,5,241.758175059788,1,5.0,24.125,9,
1606251.0,2016-06-25,1,160.675602624552,1,7.0,18.25,14,95
1606252.0,2016-06-25,2,770.940264429072,1,7.0,18.25,14,95
1606253.0,2016-06-25,3,330.478660501536,1,7.0,18.25,14,95
1606254.0,2016-06-25,4,80.143148747234,1,7.0,18.25,14,95
1606255.0,2016-06-25,5,402.98066537422,1,7.0,18.25,14,95
1606261.0,2016-06-26,1,70.9661977461169,1,5.0,19.25,11,0
1606262.0,2016-06-26,2,673.058408685448,1,5.0,19.25,11,0
1606263.0,2016-06-26,3,240.674329382729,1,5.0,19.25,11,0
1606264.0,2016-06-26,4,103.99952080863,1,5.0,19.25,11,0
1606265.0,2016-06-26,5,265.456146687391,1,5.0,19.25,11,0
1606271.0,2016-06-27,1,163.747099559984,,7.0,19.375,10,61
1606272.0,2016-06-27,2,457.726032088298,,7.0,19.375,10,61
1606273.0,2016-06-27,3,145.138260293234,,7.0,19.375,10,61
1606274.0,2016-06-27,4,107.191517706417,,7.0,19.375,10,61
1606275.0,2016-06-27,5,298.562972536535,,7.0,19.375,10,61
1606281.0,2016-06-28,1,120.494624396019,,4.0,18.375,11,21
1606282.0,2016-06-28,2,402.680603677028,,4.0,18.375,11,21
1606283.0,2016-06-28,3,161.869224113387,,4.0,18.375,11,21
1606284.0,2016-06-28,4,73.4591715957405,,4.0,18.375,11,21
1606285.0,2016-06-28,5,252.926576515592,,4.0,18.375,11,21
1606291.0,2016-06-29,1,115.226044727455,,5.0,18.75,9,21
1606292.0,2016-06-29,2,370.9905058322,,5.0,18.75,9,21
1606293.0,2016-06-29,3,138.086225716019,,5.0,18.75,9,21
1606294.0,2016-06-29,4,66.8612519384528,,5.0,18.75,9,21
1606295.0,2016-06-29,5,243.967227468166,,5.0,18.75,9,21
1606301.0,2016-06-30,1,165.845034983749,,7.0,18.25,9,61
1606302.0,2016-06-30,2,402.024053504751,,7.0,18.25,9,61
1606303.0,2016-06-30,3,136.640373498376,,7.0,18.25,9,61
1606304.0,2016-06-30,4,92.1728235227327,,7.0,18.25,9,61
1606305.0,2016-06-30,5,311.537619327288,,7.0,18.25,9,61
1607011.0,2016-07-01,1,114.432331782581,,8.0,19.25,7,63
1607012.0,2016-07-01,2,359.955266934243,,8.0,19.25,7,63
1607013.0,2016-07-01,3,148.845304362305,,8.0,19.25,7,63
1607014.0,2016-07-01,4,62.7855301488184,,8.0,19.25,7,63
1607015.0,2016-07-01,5,232.632716648263,,8.0,19.25,7,63
1607021.0,2016-07-02,1,151.530588705805,,7.0,15.625,12,61
1607022.0,2016-07-02,2,458.046656207515,,7.0,15.625,12,61
1607023.0,2016-07-02,3,235.678451999105,,7.0,15.625,12,61
1607024.0,2016-07-02,4,88.2706160555416,,7.0,15.625,12,61
1607025.0,2016-07-02,5,321.441200567339,,7.0,15.625,12,61
1607031.0,2016-07-03,1,69.2208725565689,,4.0,17.125,12,61
1607032.0,2016-07-03,2,549.801708096745,,4.0,17.125,12,61
1607033.0,2016-07-03,3,198.57572478932,,4.0,17.125,12,61
1607034.0,2016-07-03,4,95.2489280277311,,4.0,17.125,12,61
1607035.0,2016-07-03,5,318.000500433358,,4.0,17.125,12,61
1607041.0,2016-07-04,1,162.311728521353,,6.0,17.25,10,61
1607042.0,2016-07-04,2,366.052910892549,,6.0,17.25,10,61
1607043.0,2016-07-04,3,101.501372957599,,6.0,17.25,10,61
1607044.0,2016-07-04,4,101.911143347065,,6.0,17.25,10,61
1607045.0,2016-07-04,5,240.331730033711,,6.0,17.25,10,61
1607051.0,2016-07-05,1,99.5359318621793,,7.0,17.125,10,95
1607052.0,2016-07-05,2,390.290376373584,,7.0,17.125,10,95
1607053.0,2016-07-05,3,139.603404199373,,7.0,17.125,10,95
1607054.0,2016-07-05,4,86.0515939532622,,7.0,17.125,10,95
1607055.0,2016-07-05,5,259.847648449434,,7.0,17.125,10,95
1607061.0,2016-07-06,1,108.94000089499,,5.0,16.5,22,21
1607062.0,2016-07-06,2,423.119096446191,,5.0,16.5,22,21
1607063.0,2016-07-06,3,164.349099555347,,5.0,16.5,22,21
1607064.0,2016-07-06,4,79.3752874106993,,5.0,16.5,22,21
1607065.0,2016-07-06,5,319.444668795495,,5.0,16.5,22,21
,2016-07-07,,,,6.0,18.25,11,21
1607081.0,2016-07-08,1,127.247931501737,,6.0,19.125,8,63
1607082.0,2016-07-08,2,406.844268769529,,6.0,19.125,8,63
1607083.0,2016-07-08,3,157.876878826052,,6.0,19.125,8,63
1607084.0,2016-07-08,4,58.1943167192438,,6.0,19.125,8,63
1607085.0,2016-07-08,5,267.526274034685,,6.0,19.125,8,63
1607091.0,2016-07-09,1,115.811353583804,,5.0,19.125,12,
1607092.0,2016-07-09,2,411.184304372527,,5.0,19.125,12,
1607093.0,2016-07-09,3,246.879387896932,,5.0,19.125,12,
1607094.0,2016-07-09,4,86.9784943488394,,5.0,19.125,12,
1607095.0,2016-07-09,5,284.624833801229,,5.0,19.125,12,
1607101.0,2016-07-10,1,74.7486671975863,,6.0,24.125,8,
1607102.0,2016-07-10,2,603.862275871903,,6.0,24.125,8,
1607103.0,2016-07-10,3,216.585703890106,,6.0,24.125,8,
1607104.0,2016-07-10,4,83.9455394230727,,6.0,24.125,8,
1607105.0,2016-07-10,5,245.910421326878,,6.0,24.125,8,
1607111.0,2016-07-11,1,143.298039553454,,6.0,20.0,13,21
1607112.0,2016-07-11,2,434.120775058025,,6.0,20.0,13,21
1607113.0,2016-07-11,3,179.278876112019,,6.0,20.0,13,21
1607114.0,2016-07-11,4,91.077958457133,,6.0,20.0,13,21
1607115.0,2016-07-11,5,270.433745249298,,6.0,20.0,13,21
1607121.0,2016-07-12,1,98.8521437980355,,4.0,19.125,14,95
1607122.0,2016-07-12,2,442.540104956313,,4.0,19.125,14,95
1607123.0,2016-07-12,3,170.230875748386,,4.0,19.125,14,95
1607124.0,2016-07-12,4,73.8039993112344,,4.0,19.125,14,95
1607125.0,2016-07-12,5,272.36578046547,,4.0,19.125,14,95
1607131.0,2016-07-13,1,136.905968374288,,6.0,16.375,6,63
1607132.0,2016-07-13,2,441.154248420539,,6.0,16.375,6,63
1607133.0,2016-07-13,3,179.907364672447,,6.0,16.375,6,63
1607134.0,2016-07-13,4,84.1771092914222,,6.0,16.375,6,63
1607135.0,2016-07-13,5,290.707275954792,,6.0,16.375,6,63
1607141.0,2016-07-14,1,116.126177275812,,7.0,16.375,12,53
1607142.0,2016-07-14,2,477.904668200072,,7.0,16.375,12,53
1607143.0,2016-07-14,3,218.801690747843,,7.0,16.375,12,53
1607144.0,2016-07-14,4,76.9007014863421,,7.0,16.375,12,53
1607145.0,2016-07-14,5,247.413234215067,,7.0,16.375,12,53
1607151.0,2016-07-15,1,132.699943835378,,7.0,17.0,16,61
1607152.0,2016-07-15,2,455.61544571849,,7.0,17.0,16,61
1607153.0,2016-07-15,3,188.310124766528,,7.0,17.0,16,61
1607154.0,2016-07-15,4,72.6228540742141,,7.0,17.0,16,61
1607155.0,2016-07-15,5,245.296127530325,,7.0,17.0,16,61
1607161.0,2016-07-16,1,157.221628294765,,7.0,18.0,10,61
1607162.0,2016-07-16,2,501.587558806011,,7.0,18.0,10,61
1607163.0,2016-07-16,3,223.292333174144,,7.0,18.0,10,61
1607164.0,2016-07-16,4,90.2587400459239,,7.0,18.0,10,61
1607165.0,2016-07-16,5,341.719175136899,,7.0,18.0,10,61
1607171.0,2016-07-17,1,42.885878239169,,7.0,17.25,9,61
1607172.0,2016-07-17,2,666.527946705603,,7.0,17.25,9,61
1607173.0,2016-07-17,3,240.984092016883,,7.0,17.25,9,61
1607174.0,2016-07-17,4,125.628666013292,,7.0,17.25,9,61
1607175.0,2016-07-17,5,297.654915440869,,7.0,17.25,9,61
,2016-07-18,,,,7.0,18.5,15,21
1607191.0,2016-07-19,1,110.715440210892,,6.0,22.375,12,20
1607192.0,2016-07-19,2,498.531530465481,,6.0,22.375,12,20
1607193.0,2016-07-19,3,231.302041791688,,6.0,22.375,12,20
1607194.0,2016-07-19,4,71.2844713341653,,6.0,22.375,12,20
1607195.0,2016-07-19,5,302.794519563702,,6.0,22.375,12,20
1607201.0,2016-07-20,1,104.132660811651,,0.0,26.0,9,
1607202.0,2016-07-20,2,504.911090771417,,0.0,26.0,9,
1607203.0,2016-07-20,3,225.94725477004,,0.0,26.0,9,
1607204.0,2016-07-20,4,61.3250234967134,,0.0,26.0,9,
1607205.0,2016-07-20,5,252.185377063924,,0.0,26.0,9,
1607211.0,2016-07-21,1,131.784060768095,,3.0,25.875,8,
1607212.0,2016-07-21,2,518.05696353344,,3.0,25.875,8,
1607213.0,2016-07-21,3,214.795915124578,,3.0,25.875,8,
1607214.0,2016-07-21,4,63.4082712114498,,3.0,25.875,8,
1607215.0,2016-07-21,5,225.139755159581,,3.0,25.875,8,
1607221.0,2016-07-22,1,113.407010430872,,3.0,26.0,6,21
1607222.0,2016-07-22,2,552.606019978418,,3.0,26.0,6,21
1607223.0,2016-07-22,3,218.193724524142,,3.0,26.0,6,21
1607224.0,2016-07-22,4,67.2432132039071,,3.0,26.0,6,21
1607225.0,2016-07-22,5,244.492833798335,,3.0,26.0,6,21
1607231.0,2016-07-23,1,146.464945803733,,3.0,25.375,9,
1607232.0,2016-07-23,2,649.673625708709,,3.0,25.375,9,
1607233.0,2016-07-23,3,300.402606623953,,3.0,25.375,9,
1607234.0,2016-07-23,4,65.999671907614,,3.0,25.375,9,
1607235.0,2016-07-23,5,305.545406478361,,3.0,25.375,9,
1607241.0,2016-07-24,1,92.7879182201905,,0.0,25.25,10,
1607242.0,2016-07-24,2,642.671545332675,,0.0,25.25,10,
1607243.0,2016-07-24,3,257.179272866847,,0.0,25.25,10,
1607244.0,2016-07-24,4,115.411820114704,,0.0,25.25,10,
1607245.0,2016-07-24,5,301.446918150668,,0.0,25.25,10,
1607251.0,2016-07-25,1,185.227061025517,,4.0,25.375,7,95
1607252.0,2016-07-25,2,578.144391563216,,4.0,25.375,7,95
1607253.0,2016-07-25,3,282.729423408297,,4.0,25.375,7,95
1607254.0,2016-07-25,4,94.6517709663234,,4.0,25.375,7,95
1607255.0,2016-07-25,5,270.80285258066,,4.0,25.375,7,95
1607261.0,2016-07-26,1,192.381770532513,,3.0,21.875,9,20
1607262.0,2016-07-26,2,591.405293925478,,3.0,21.875,9,20
1607263.0,2016-07-26,3,311.186206266119,,3.0,21.875,9,20
1607265.0,2016-07-26,5,347.147613190373,,3.0,21.875,9,20
1607271.0,2016-07-27,1,159.997122537331,,4.0,21.375,6,
1607272.0,2016-07-27,2,599.470800802549,,4.0,21.375,6,
1607273.0,2016-07-27,3,296.787317629001,,4.0,21.375,6,
1607274.0,2016-07-27,4,65.36460261261,,4.0,21.375,6,
1607275.0,2016-07-27,5,274.036919172474,,4.0,21.375,6,
1607281.0,2016-07-28,1,164.354295781258,,4.0,21.25,7,20
1607282.0,2016-07-28,2,589.818472576254,,4.0,21.25,7,20
1607283.0,2016-07-28,3,339.772120514901,,4.0,21.25,7,20
1607284.0,2016-07-28,4,84.4526943001443,,4.0,21.25,7,20
1607285.0,2016-07-28,5,319.552065942429,,4.0,21.25,7,20
1607291.0,2016-07-29,1,177.670184792223,,6.0,21.0,10,65
1607292.0,2016-07-29,2,585.737375255411,,6.0,21.0,10,65
1607293.0,2016-07-29,3,313.051127748557,,6.0,21.0,10,65
1607294.0,2016-07-29,4,79.1511614101298,,6.0,21.0,10,65
1607295.0,2016-07-29,5,306.176262585225,,6.0,21.0,10,65
1607301.0,2016-07-30,1,166.601426920218,,4.0,19.625,10,65
1607302.0,2016-07-30,2,654.881851014471,,4.0,19.625,10,65
1607303.0,2016-07-30,3,396.978002151989,,4.0,19.625,10,65
1607304.0,2016-07-30,4,79.4721137940039,,4.0,19.625,10,65
1607305.0,2016-07-30,5,271.144111868921,,4.0,19.625,10,65
1607311.0,2016-07-31,1,91.3605121122705,,7.0,17.375,6,61
1607312.0,2016-07-31,2,705.270631053338,,7.0,17.375,6,61
1607313.0,2016-07-31,3,352.721178327364,,7.0,17.375,6,61
1607314.0,2016-07-31,4,113.608709736733,,7.0,17.375,6,61
1607315.0,2016-07-31,5,339.536726625866,,7.0,17.375,6,61
1608011.0,2016-08-01,1,161.443574230918,,3.0,18.5,14,61
1608012.0,2016-08-01,2,612.243855464434,,3.0,18.5,14,61
1608013.0,2016-08-01,3,315.867116776854,,3.0,18.5,14,61
1608014.0,2016-08-01,4,76.2771479267291,,3.0,18.5,14,61
1608015.0,2016-08-01,5,334.375655815544,,3.0,18.5,14,61
1608021.0,2016-08-02,1,135.72195457448,,4.0,19.75,7,20
1608022.0,2016-08-02,2,640.359288495899,,4.0,19.75,7,20
1608023.0,2016-08-02,3,307.195889740818,,4.0,19.75,7,20
1608024.0,2016-08-02,4,94.7296678636697,,4.0,19.75,7,20
1608025.0,2016-08-02,5,291.774754004698,,4.0,19.75,7,20
1608031.0,2016-08-03,1,160.92640354873,,7.0,19.375,9,61
1608032.0,2016-08-03,2,546.681324306856,,7.0,19.375,9,61
1608033.0,2016-08-03,3,324.063160689359,,7.0,19.375,9,61
1608034.0,2016-08-03,4,125.29913310079,,7.0,19.375,9,61
1608035.0,2016-08-03,5,303.690015208262,,7.0,19.375,9,61
1608041.0,2016-08-04,1,190.138048133153,,6.0,20.375,11,61
1608042.0,2016-08-04,2,572.9375007087,,6.0,20.375,11,61
1608043.0,2016-08-04,3,294.953956111065,,6.0,20.375,11,61
1608044.0,2016-08-04,4,120.320434087359,,6.0,20.375,11,61
1608045.0,2016-08-04,5,266.889484301861,,6.0,20.375,11,61
1608051.0,2016-08-05,1,156.95610535683,,4.0,20.5,15,21
1608052.0,2016-08-05,2,582.139047360436,,4.0,20.5,15,21
1608053.0,2016-08-05,3,307.366610857395,,4.0,20.5,15,21
1608054.0,2016-08-05,4,82.5878750874778,,4.0,20.5,15,21
1608055.0,2016-08-05,5,300.234944047573,,4.0,20.5,15,21
1608061.0,2016-08-06,1,175.282574113376,,5.0,17.5,14,95
1608062.0,2016-08-06,2,627.399879345698,,5.0,17.5,14,95
1608063.0,2016-08-06,3,326.032069049756,,5.0,17.5,14,95
1608064.0,2016-08-06,4,98.7069424269931,,5.0,17.5,14,95
1608065.0,2016-08-06,5,352.396772595034,,5.0,17.5,14,95
1608071.0,2016-08-07,1,71.899100617287,,6.0,21.125,13,21
1608072.0,2016-08-07,2,717.630142641236,,6.0,21.125,13,21
1608073.0,2016-08-07,3,327.052753961083,,6.0,21.125,13,21
1608074.0,2016-08-07,4,142.162153969304,,6.0,21.125,13,21
1608075.0,2016-08-07,5,388.395780108233,,6.0,21.125,13,21
1608081.0,2016-08-08,1,164.185739816663,,5.0,19.0,18,21
1608082.0,2016-08-08,2,590.364639279926,,5.0,19.0,18,21
1608083.0,2016-08-08,3,277.881342355861,,5.0,19.0,18,21
1608084.0,2016-08-08,4,101.48674551854,,5.0,19.0,18,21
1608085.0,2016-08-08,5,376.108331144121,,5.0,19.0,18,21
1608091.0,2016-08-09,1,168.392491471408,,5.0,15.375,18,21
1608092.0,2016-08-09,2,614.057655871662,,5.0,15.375,18,21
1608093.0,2016-08-09,3,320.651490164019,,5.0,15.375,18,21
1608094.0,2016-08-09,4,84.6457978181583,,5.0,15.375,18,21
1608095.0,2016-08-09,5,323.201034184973,,5.0,15.375,18,21
1608101.0,2016-08-10,1,146.108444701411,,4.0,14.5,15,95
1608102.0,2016-08-10,2,591.248086981698,,4.0,14.5,15,95
1608103.0,2016-08-10,3,315.42015433627,,4.0,14.5,15,95
1608104.0,2016-08-10,4,122.20775285546,,4.0,14.5,15,95
1608105.0,2016-08-10,5,406.182788802522,,4.0,14.5,15,95
1608111.0,2016-08-11,1,155.445190548365,,7.0,13.875,9,61
1608112.0,2016-08-11,2,598.898338586543,,7.0,13.875,9,61
1608113.0,2016-08-11,3,312.998425205478,,7.0,13.875,9,61
1608114.0,2016-08-11,4,156.030512564163,,7.0,13.875,9,61
1608115.0,2016-08-11,5,434.053480046566,,7.0,13.875,9,61
1608121.0,2016-08-12,1,172.772180030773,,7.0,18.25,12,61
1608122.0,2016-08-12,2,628.540557526445,,7.0,18.25,12,61
1608123.0,2016-08-12,3,316.412519279478,,7.0,18.25,12,61
1608124.0,2016-08-12,4,82.8057057640178,,7.0,18.25,12,61
1608125.0,2016-08-12,5,360.020079003047,,7.0,18.25,12,61
1608131.0,2016-08-13,1,242.04298764093,,7.0,18.125,12,61
1608132.0,2016-08-13,2,738.269009184729,,7.0,18.125,12,61
1608133.0,2016-08-13,3,402.860567190888,,7.0,18.125,12,61
1608134.0,2016-08-13,4,174.56607234021,,7.0,18.125,12,61
1608135.0,2016-08-13,5,456.299833761621,,7.0,18.125,12,61
,2016-08-14,,,,6.0,18.125,12,21
,2016-08-15,,,,5.0,18.625,11,
1608161.0,2016-08-16,1,111.26757761232,,2.0,19.375,10,
1608162.0,2016-08-16,2,563.245539657153,,2.0,19.375,10,
1608163.0,2016-08-16,3,268.715042972505,,2.0,19.375,10,
1608164.0,2016-08-16,4,71.3544496963885,,2.0,19.375,10,
1608165.0,2016-08-16,5,307.344475192462,,2.0,19.375,10,
1608171.0,2016-08-17,1,133.724113213579,,0.0,19.571428,8,
1608172.0,2016-08-17,2,580.959984588054,,0.0,19.571428,8,
1608173.0,2016-08-17,3,274.152347904724,,0.0,19.571428,8,
1608174.0,2016-08-17,4,84.2136113210601,,0.0,19.571428,8,
1608175.0,2016-08-17,5,274.043112966598,,0.0,19.571428,8,
1608181.0,2016-08-18,1,166.491293516648,,3.0,18.25,9,
1608182.0,2016-08-18,2,517.663284471291,,3.0,18.25,9,
1608183.0,2016-08-18,3,287.765747135281,,3.0,18.25,9,
1608184.0,2016-08-18,4,75.1747825318839,,3.0,18.25,9,
1608185.0,2016-08-18,5,256.02662776997,,3.0,18.25,9,
1608191.0,2016-08-19,1,163.439489694208,,3.0,20.375,8,
1608192.0,2016-08-19,2,547.814607365311,,3.0,20.375,8,
1608193.0,2016-08-19,3,264.579771990774,,3.0,20.375,8,
1608194.0,2016-08-19,4,104.565249046307,,3.0,20.375,8,
1608195.0,2016-08-19,5,323.819837083835,,3.0,20.375,8,
1608201.0,2016-08-20,1,168.383074897518,,7.0,20.25,9,61
1608202.0,2016-08-20,2,727.82813857717,,7.0,20.25,9,61
1608203.0,2016-08-20,3,383.298667769012,,7.0,20.25,9,61
1608204.0,2016-08-20,4,99.6669300638897,,7.0,20.25,9,61
1608205.0,2016-08-20,5,381.564647503155,,7.0,20.25,9,61
1608211.0,2016-08-21,1,64.0296375905993,,4.0,19.875,9,21
1608212.0,2016-08-21,2,611.969263585254,,4.0,19.875,9,21
1608213.0,2016-08-21,3,259.585275102001,,4.0,19.875,9,21
1608214.0,2016-08-21,4,111.755342047448,,4.0,19.875,9,21
1608215.0,2016-08-21,5,376.667002956842,,4.0,19.875,9,21
1608221.0,2016-08-22,1,132.218707810364,,7.0,18.375,10,65
1608222.0,2016-08-22,2,503.322164342482,,7.0,18.375,10,65
1608223.0,2016-08-22,3,138.3366983689,,7.0,18.375,10,65
1608224.0,2016-08-22,4,94.2234768021405,,7.0,18.375,10,65
1608225.0,2016-08-22,5,227.851783425876,,7.0,18.375,10,65
1608231.0,2016-08-23,1,100.797638745173,,6.0,21.75,8,
1608232.0,2016-08-23,2,394.591725517269,,6.0,21.75,8,
1608233.0,2016-08-23,3,184.170367057689,,6.0,21.75,8,
1608234.0,2016-08-23,4,69.2699552944854,,6.0,21.75,8,
1608235.0,2016-08-23,5,259.918385195652,,6.0,21.75,8,
1608241.0,2016-08-24,1,128.031689472655,,0.0,25.375,6,
1608242.0,2016-08-24,2,421.314999974756,,0.0,25.375,6,
1608243.0,2016-08-24,3,170.353220830059,,0.0,25.375,6,
1608244.0,2016-08-24,4,81.8077351867349,,0.0,25.375,6,
1608245.0,2016-08-24,5,294.57976527934,,0.0,25.375,6,
1608251.0,2016-08-25,1,131.898041645196,,0.0,28.375,6,
1608252.0,2016-08-25,2,423.336573971822,,0.0,28.375,6,
1608253.0,2016-08-25,3,181.842118829346,,0.0,28.375,6,
1608254.0,2016-08-25,4,63.1344169982834,,0.0,28.375,6,
1608255.0,2016-08-25,5,246.372730541868,,0.0,28.375,6,
1608261.0,2016-08-26,1,113.857651667203,,0.0,27.75,13,
1608262.0,2016-08-26,2,457.308960245821,,0.0,27.75,13,
1608263.0,2016-08-26,3,166.402064505158,,0.0,27.75,13,
1608264.0,2016-08-26,4,69.4076743077305,,0.0,27.75,13,
1608265.0,2016-08-26,5,298.47149111382,,0.0,27.75,13,
1608271.0,2016-08-27,1,143.728050251138,,0.0,20.375,8,
1608272.0,2016-08-27,2,591.839425440136,,0.0,20.375,8,
1608273.0,2016-08-27,3,277.903100318237,,0.0,20.375,8,
1608274.0,2016-08-27,4,78.9703185036615,,0.0,20.375,8,
1608275.0,2016-08-27,5,431.883448160865,,0.0,20.375,8,
1608281.0,2016-08-28,1,64.0609471983839,,4.0,21.875,12,63
1608282.0,2016-08-28,2,601.750589159833,,4.0,21.875,12,63
1608283.0,2016-08-28,3,256.176762589354,,4.0,21.875,12,63
1608284.0,2016-08-28,4,117.867595423087,,4.0,21.875,12,63
1608285.0,2016-08-28,5,343.403459471737,,4.0,21.875,12,63
1608291.0,2016-08-29,1,117.093542214261,,3.0,18.5,15,21
1608292.0,2016-08-29,2,375.061712132817,,3.0,18.5,15,21
1608293.0,2016-08-29,3,136.29657520517,,3.0,18.5,15,21
1608294.0,2016-08-29,4,85.2839373894979,,3.0,18.5,15,21
1608295.0,2016-08-29,5,250.800146184405,,3.0,18.5,15,21
1608301.0,2016-08-30,1,146.236249515322,,2.0,20.25,12,
1608302.0,2016-08-30,2,363.235887655092,,2.0,20.25,12,
1608303.0,2016-08-30,3,160.336321801591,,2.0,20.25,12,
1608304.0,2016-08-30,4,92.2266717357749,,2.0,20.25,12,
1608305.0,2016-08-30,5,273.453181024855,,2.0,20.25,12,
1608311.0,2016-08-31,1,133.333037402885,,0.0,23.125,6,
1608312.0,2016-08-31,2,365.214393739474,,0.0,23.125,6,
1608313.0,2016-08-31,3,163.49670308802,,0.0,23.125,6,
1608314.0,2016-08-31,4,71.5042420592551,,0.0,23.125,6,
1608315.0,2016-08-31,5,269.080065666109,,0.0,23.125,6,
1609011.0,2016-09-01,1,134.059380486205,,5.0,20.25,13,21
1609012.0,2016-09-01,2,414.957000694047,,5.0,20.25,13,21
1609013.0,2016-09-01,3,184.329861039082,,5.0,20.25,13,21
1609014.0,2016-09-01,4,98.0009346613173,,5.0,20.25,13,21
1609015.0,2016-09-01,5,280.656910658055,,5.0,20.25,13,21
1609021.0,2016-09-02,1,85.2045971552449,,4.0,19.125,8,61
1609022.0,2016-09-02,2,387.212025911342,,4.0,19.125,8,61
1609023.0,2016-09-02,3,161.932437682552,,4.0,19.125,8,61
1609024.0,2016-09-02,4,102.536382009367,,4.0,19.125,8,61
1609025.0,2016-09-02,5,307.486044616984,,4.0,19.125,8,61
1609031.0,2016-09-03,1,167.820279051247,,5.0,19.25,12,21
1609032.0,2016-09-03,2,448.508773592816,,5.0,19.25,12,21
1609033.0,2016-09-03,3,269.483931194562,,5.0,19.25,12,21
1609034.0,2016-09-03,4,95.5664580471743,,5.0,19.25,12,21
1609035.0,2016-09-03,5,315.397578767879,,5.0,19.25,12,21
1609041.0,2016-09-04,1,63.5013684156845,,6.0,19.25,8,61
1609042.0,2016-09-04,2,504.632657854187,,6.0,19.25,8,61
1609043.0,2016-09-04,3,221.580285871103,,6.0,19.25,8,61
1609044.0,2016-09-04,4,121.00365176454,,6.0,19.25,8,61
1609045.0,2016-09-04,5,248.446151856183,,6.0,19.25,8,61
1609051.0,2016-09-05,1,162.984490197691,,0.0,19.125,12,0
1609052.0,2016-09-05,2,359.122720726491,,0.0,19.125,12,0
1609053.0,2016-09-05,3,126.457096377826,,0.0,19.125,12,0
1609054.0,2016-09-05,4,86.1298167903769,,0.0,19.125,12,0
1609055.0,2016-09-05,5,227.369946945208,,0.0,19.125,12,0
1609061.0,2016-09-06,1,95.8411144296674,,2.0,21.75,6,
1609062.0,2016-09-06,2,377.634634092805,,2.0,21.75,6,
1609063.0,2016-09-06,3,122.486688739232,,2.0,21.75,6,
1609064.0,2016-09-06,4,88.8408823873541,,2.0,21.75,6,
1609065.0,2016-09-06,5,257.278299655972,,2.0,21.75,6,
1609071.0,2016-09-07,1,109.455420848433,,0.0,23.625,6,
1609072.0,2016-09-07,2,335.203709564339,,0.0,23.625,6,
1609073.0,2016-09-07,3,125.901174672784,,0.0,23.625,6,
1609074.0,2016-09-07,4,75.8390999246391,,0.0,23.625,6,
1609075.0,2016-09-07,5,214.606653386836,,0.0,23.625,6,
1609081.0,2016-09-08,1,125.091909371069,,0.0,25.625,7,
1609082.0,2016-09-08,2,414.047201809759,,0.0,25.625,7,
1609083.0,2016-09-08,3,123.558512923317,,0.0,25.625,7,
1609084.0,2016-09-08,4,73.4969485194111,,0.0,25.625,7,
1609085.0,2016-09-08,5,256.59523471466,,0.0,25.625,7,
1609091.0,2016-09-09,1,148.877333962067,,2.0,21.375,10,0
1609092.0,2016-09-09,2,388.211917631675,,2.0,21.375,10,0
1609093.0,2016-09-09,3,152.138133385527,,2.0,21.375,10,0
1609094.0,2016-09-09,4,90.352809156542,,2.0,21.375,10,0
1609095.0,2016-09-09,5,320.307189780233,,2.0,21.375,10,0
1609101.0,2016-09-10,1,140.376787154846,,0.0,23.875,6,
1609102.0,2016-09-10,2,507.689903698188,,0.0,23.875,6,
1609103.0,2016-09-10,3,280.009462399262,,0.0,23.875,6,
1609104.0,2016-09-10,4,82.4639150738783,,0.0,23.875,6,
1609105.0,2016-09-10,5,261.823943368235,,0.0,23.875,6,
1609111.0,2016-09-11,1,85.7357676571596,,6.0,20.875,10,
1609112.0,2016-09-11,2,545.176831557782,,6.0,20.875,10,
1609113.0,2016-09-11,3,209.960575918,,6.0,20.875,10,
1609114.0,2016-09-11,4,97.8618931914927,,6.0,20.875,10,
1609115.0,2016-09-11,5,277.142389168356,,6.0,20.875,10,
1609121.0,2016-09-12,1,129.296154663315,,0.0,25.375,8,
1609122.0,2016-09-12,2,360.218015490865,,0.0,25.375,8,
1609123.0,2016-09-12,3,155.471605350608,,0.0,25.375,8,
1609124.0,2016-09-12,4,102.601670931527,,0.0,25.375,8,
1609125.0,2016-09-12,5,253.837291756647,,0.0,25.375,8,
1609131.0,2016-09-13,1,110.165491085845,,0.0,27.875,8,
1609132.0,2016-09-13,2,357.809460758136,,0.0,27.875,8,
1609133.0,2016-09-13,3,176.251944609301,,0.0,27.875,8,
1609134.0,2016-09-13,4,87.237524139977,,0.0,27.875,8,
1609135.0,2016-09-13,5,224.064010585292,,0.0,27.875,8,
1609141.0,2016-09-14,1,101.506886848651,,0.0,25.25,9,
1609142.0,2016-09-14,2,362.729463906085,,0.0,25.25,9,
1609143.0,2016-09-14,3,151.863811050942,,0.0,25.25,9,
1609144.0,2016-09-14,4,77.1166001131505,,0.0,25.25,9,
