id,Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,Woche,Monat,Wochentag,Feiertag,Jahreszeit
1709192,2017-09-19,2,350.796085891856,5.0,14.3875,8.0,65,0,38,9,2,0,3
1709202,2017-09-20,2,327.316885604123,7.0,14.225,10.0,61,0,38,9,3,0,3
1709212,2017-09-21,2,346.445711767799,4.0,16.9625,7.0,10,0,38,9,4,0,3
1709222,2017-09-22,2,333.5839216348,1.0,15.5875,8.0,0,0,38,9,5,0,4
1709232,2017-09-23,2,473.504862819239,0.0,15.85,9.0,0,0,38,9,6,0,4
1709242,2017-09-24,2,458.465028172516,7.0,15.8125,9.0,53,0,38,9,7,0,4
1709252,2017-09-25,2,333.725438872592,6.0,16.225,15.0,21,0,39,9,1,0,4
1709262,2017-09-26,2,340.433148310897,7.0,15.725,12.0,10,0,39,9,2,0,4
1709272,2017-09-27,2,321.728513800716,7.0,16.575,10.0,61,0,39,9,3,0,4
1709282,2017-09-28,2,298.418454994531,7.0,15.1125,7.0,21,0,39,9,4,0,4
1709292,2017-09-29,2,294.899530794863,2.0,19.1,6.0,10,0,39,9,5,0,4
1709302,2017-09-30,2,462.219387511129,7.0,15.1125,6.0,61,0,39,9,6,0,4
1710012,2017-10-01,2,482.460028588969,2.0,16.2875,6.0,61,0,39,10,7,0,4
1710022,2017-10-02,2,416.188671695034,6.0,15.15,13.0,61,0,40,10,1,0,4
1710032,2017-10-03,2,430.516526724611,5.0,14.2625,14.0,61,0,40,10,2,0,4
1710042,2017-10-04,2,346.167979112914,3.0,14.1375,13.0,0,0,40,10,3,0,4
1710052,2017-10-05,2,363.881685966128,2.0,14.0125,13.0,0,0,40,10,4,0,4
1710062,2017-10-06,2,352.324966147355,1.0,13.8875,13.0,3,0,40,10,5,0,4
1710072,2017-10-07,2,430.659601825742,7.0,10.65,10.0,61,0,40,10,6,0,4
1710082,2017-10-08,2,418.348640476775,0.0,12.025,12.0,5,0,40,10,7,0,4
1710092,2017-10-09,2,346.977530455896,5.0,12.475,8.0,20,0,41,10,1,0,4
1710102,2017-10-10,2,351.217908832379,7.0,14.05,9.0,63,0,41,10,2,0,4
1710112,2017-10-11,2,336.813478750163,7.0,14.6375,12.0,63,0,41,10,3,0,4
1710122,2017-10-12,2,382.367462848501,6.0,13.1875,24.0,21,0,41,10,4,0,4
1710132,2017-10-13,2,309.8633490044,6.0,14.1625,8.0,10,0,41,10,5,0,4
1710142,2017-10-14,2,434.467341639047,8.0,15.7625,12.0,61,0,41,10,6,0,4
1710152,2017-10-15,2,344.48636003095,2.0,17.8125,5.0,28,0,41,10,7,0,4
1710162,2017-10-16,2,313.414024678493,5.0,17.9375,7.0,10,0,42,10,1,0,4
1710172,2017-10-17,2,314.894199026618,7.0,14.725,13.0,61,0,42,10,2,0,4
1710182,2017-10-18,2,291.300108482409,4.0,14.8125,6.0,0,0,42,10,3,0,4
1710192,2017-10-19,2,306.426761381544,6.0,14.85,9.0,10,0,42,10,4,0,4
1710202,2017-10-20,2,326.510780245307,7.0,14.175,6.0,61,0,42,10,5,0,4
1710212,2017-10-21,2,452.875625104392,7.0,13.0375,6.0,61,0,42,10,6,0,4
1710222,2017-10-22,2,404.973329492274,7.0,11.025,7.0,61,0,42,10,7,0,4
1710242,2017-10-24,2,310.956784627679,7.0,11.925,8.0,61,0,43,10,2,0,4
1710252,2017-10-25,2,285.058191402963,7.0,14.225,16.0,61,0,43,10,3,0,4
1710262,2017-10-26,2,342.851565447742,5.0,13.475,12.0,61,0,43,10,4,0,4
1710272,2017-10-27,2,362.44637478017,4.0,11.95,13.0,61,0,43,10,5,0,4
1710282,2017-10-28,2,456.630686137661,7.0,11.2125,17.0,61,0,43,10,6,0,4
1710292,2017-10-29,2,448.514219873353,2.0,9.9,20.0,21,0,43,10,7,0,4
1710302,2017-10-30,2,485.119995266557,,,,61,0,44,10,1,0,4
1711012,2017-11-01,2,333.775763857183,,,,61,0,44,11,3,0,4
1711022,2017-11-02,2,289.928187173423,3.0,11.6875,13.0,61,0,44,11,4,0,4
1711032,2017-11-03,2,317.661008764793,,,,61,0,44,11,5,0,4
1711042,2017-11-04,2,400.040015894834,4.0,10.2625,5.0,61,0,44,11,6,0,4
1711052,2017-11-05,2,452.165131137755,4.0,9.8,8.0,61,0,44,11,7,0,4
1711062,2017-11-06,2,227.298126378115,,,,61,0,45,11,1,0,4
1711072,2017-11-07,2,247.370645548107,5.0,6.7875,5.0,61,0,45,11,2,0,4
1711082,2017-11-08,2,231.568334395068,5.0,8.625,9.0,61,0,45,11,3,0,4
1612113,2016-12-11,3,176.390387266873,7.0,7.1875,7.0,61,0,49,12,7,0,4
1612123,2016-12-12,3,77.6737672684405,7.0,4.875,4.0,61,0,50,12,1,0,4
1612133,2016-12-13,3,96.7761934509133,7.0,6.285714,5.0,10,0,50,12,2,0,4
1612143,2016-12-14,3,37.7392454247434,7.0,4.625,6.0,45,0,50,12,3,0,4
1612153,2016-12-15,3,73.6976971614453,7.0,0.0,8.0,49,0,50,12,4,0,4
1612163,2016-12-16,3,81.0877267943151,8.0,-1.0,5.0,10,0,50,12,5,0,4
1612183,2016-12-18,3,174.728998356701,7.0,7.0,8.0,0,0,50,12,7,0,4
1612193,2016-12-19,3,86.5548623487554,8.0,5.75,4.0,0,0,51,12,1,0,4
1612203,2016-12-20,3,62.3552365841189,8.0,1.5,7.0,10,0,51,12,2,0,4
1612213,2016-12-21,3,101.434261871418,6.0,3.625,10.0,10,0,51,12,3,0,4
1612223,2016-12-22,3,74.3581509870598,7.0,5.25,8.0,61,0,51,12,4,0,1
1612233,2016-12-23,3,100.734575177249,7.0,6.375,9.0,10,0,51,12,5,0,1
1612243,2016-12-24,3,77.6179363690156,6.0,6.125,14.0,95,0,51,12,6,0,1
1612273,2016-12-27,3,127.178228446889,6.0,8.25,21.0,61,0,52,12,2,0,1
1612283,2016-12-28,3,137.541974900339,4.0,7.125,12.0,0,0,52,12,3,0,1
1612293,2016-12-29,3,128.192786610977,3.0,3.75,11.0,10,0,52,12,4,0,1
1612303,2016-12-30,3,131.355693828947,4.0,1.75,10.0,10,0,52,12,5,0,1
1612313,2016-12-31,3,158.239302804042,7.0,4.875,13.0,28,0,52,12,6,0,1
1701023,2017-01-02,3,93.0351063272558,3.0,1.625,8.0,0,0,1,1,1,0,1
1701033,2017-01-03,3,80.7863564731785,7.0,6.0,16.0,61,0,1,1,2,0,1
1701043,2017-01-04,3,78.2861734025078,4.0,4.0,19.0,20,0,1,1,3,0,1
1701053,2017-01-05,3,106.740128482748,4.0,-2.875,15.0,0,0,1,1,4,0,1
1701063,2017-01-06,3,65.3687307096755,1.0,-4.25,6.0,61,0,1,1,5,0,1
1701073,2017-01-07,3,75.5002630311797,8.0,-0.5,11.0,71,0,1,1,6,0,1
1701083,2017-01-08,3,131.287627179758,8.0,2.25,4.0,10,0,1,1,7,0,1
1701093,2017-01-09,3,73.1420980887895,8.0,2.5,6.0,20,0,2,1,1,0,1
1701103,2017-01-10,3,70.6114048326199,7.0,2.625,9.0,10,0,2,1,2,0,1
1701113,2017-01-11,3,62.0305965135655,7.0,4.625,15.0,61,0,2,1,3,0,1
1701123,2017-01-12,3,85.5837742718517,4.0,4.5,16.0,61,0,2,1,4,0,1
1701133,2017-01-13,3,79.7615363372838,3.0,3.125,7.0,61,0,2,1,5,0,1
1701143,2017-01-14,3,92.8889849290192,2.0,1.75,10.0,61,0,2,1,6,0,1
1701153,2017-01-15,3,128.991720245868,5.0,1.375,10.0,71,0,2,1,7,0,1
1701163,2017-01-16,3,88.4798588855233,0.0,0.25,9.0,0,0,3,1,1,0,1
1701173,2017-01-17,3,77.108394146931,7.0,0.5,4.0,10,0,3,1,2,0,1
1701183,2017-01-18,3,71.9438809937912,7.0,0.125,8.0,20,0,3,1,3,0,1
1701193,2017-01-19,3,80.7312120582498,8.0,1.5,8.0,61,0,3,1,4,0,1
1701203,2017-01-20,3,75.0514615596861,8.0,3.625,5.0,21,0,3,1,5,0,1
1701213,2017-01-21,3,90.1864250970913,7.0,5.75,5.0,10,0,3,1,6,0,1
1701223,2017-01-22,3,147.203478885503,8.0,1.375,5.0,10,0,3,1,7,0,1
1701233,2017-01-23,3,75.9711931108962,7.0,1.125,8.0,10,0,4,1,1,0,1
1701243,2017-01-24,3,71.6836626592104,7.0,1.875,8.0,45,0,4,1,2,0,1
1701253,2017-01-25,3,63.1089282766633,7.0,-1.25,6.0,49,0,4,1,3,0,1
1701263,2017-01-26,3,57.7648589403956,6.0,1.0,7.0,10,0,4,1,4,0,1
1701273,2017-01-27,3,88.9693164758223,0.0,2.142857,7.0,5,0,4,1,5,0,1
1701283,2017-01-28,3,109.069741792424,1.0,2.875,5.0,5,0,4,1,6,0,1
1701293,2017-01-29,3,137.21086624229,7.0,4.75,8.0,61,0,4,1,7,0,1
1701303,2017-01-30,3,87.292602098661,7.0,2.625,13.0,61,0,5,1,1,0,1
1701313,2017-01-31,3,97.6009704783781,7.0,3.125,15.0,10,0,5,1,2,0,1
1702013,2017-02-01,3,58.2224524882749,7.0,1.125,8.0,20,0,5,2,3,0,1
1702023,2017-02-02,3,54.3967685635611,7.0,1.75,6.0,61,0,5,2,4,0,1
1702033,2017-02-03,3,83.3749446533499,7.0,1.625,6.0,45,0,5,2,5,0,1
1702043,2017-02-04,3,97.3650366684813,7.0,5.75,6.0,61,0,5,2,6,0,1
1702053,2017-02-05,3,126.842276780996,8.0,2.0,10.0,61,0,5,2,7,0,1
1702063,2017-02-06,3,91.3622676641499,7.0,2.5,12.0,61,0,6,2,1,0,1
1702073,2017-02-07,3,89.252680922547,7.0,0.0,12.0,77,0,6,2,2,0,1
1702083,2017-02-08,3,100.810504587999,8.0,-2.0,8.0,77,0,6,2,3,0,1
1702093,2017-02-09,3,107.639984783785,8.0,-2.125,11.0,22,0,6,2,4,0,1
1702103,2017-02-10,3,90.3208657475892,7.0,-1.75,16.0,10,0,6,2,5,0,1
1702113,2017-02-11,3,107.677440690871,7.0,0.0,17.0,0,0,6,2,6,0,1
1702123,2017-02-12,3,132.993031450996,8.0,0.375,17.0,10,0,6,2,7,0,1
1702133,2017-02-13,3,78.6151404289983,0.0,-0.25,10.0,10,0,7,2,1,0,1
1702143,2017-02-14,3,74.0592957059607,2.0,-0.75,8.0,49,0,7,2,2,0,1
1702153,2017-02-15,3,98.7987630293648,0.0,5.875,4.0,5,0,7,2,3,0,1
1702163,2017-02-16,3,88.6343385040749,7.0,6.25,10.0,61,0,7,2,4,0,1
1702173,2017-02-17,3,72.4603237114376,7.0,6.0,9.0,61,0,7,2,5,0,1
1702183,2017-02-18,3,110.173674444994,7.0,4.625,12.0,20,0,7,2,6,0,1
1702193,2017-02-19,3,143.24278246555,7.0,5.625,8.0,61,0,7,2,7,0,1
1702203,2017-02-20,3,71.0356451081313,7.0,8.0,16.0,61,0,8,2,1,0,1
1702213,2017-02-21,3,73.4145321399375,6.0,7.625,18.0,61,0,8,2,2,0,1
1702223,2017-02-22,3,71.2165459705098,6.0,7.375,20.0,61,0,8,2,3,0,1
1702233,2017-02-23,3,64.732366279063,7.0,4.375,22.0,63,0,8,2,4,0,1
1702243,2017-02-24,3,99.2841701711762,1.0,4.125,15.0,21,0,8,2,5,0,1
1702253,2017-02-25,3,114.169995993508,7.0,3.375,12.0,61,0,8,2,6,0,1
1702263,2017-02-26,3,158.09736357214,7.0,7.5,11.0,61,0,8,2,7,0,1
1702273,2017-02-27,3,84.7166976739322,8.0,10.75,11.0,61,0,9,2,1,0,1
1702283,2017-02-28,3,55.6773803478843,6.0,6.0,15.0,21,0,9,2,2,0,1
1703013,2017-03-01,3,81.196753748226,6.0,5.0,14.0,63,0,9,3,3,0,1
1703023,2017-03-02,3,93.1703797209382,3.0,6.5,16.0,21,0,9,3,4,0,1
1703033,2017-03-03,3,102.152065009225,2.0,8.375,10.0,0,0,9,3,5,0,1
1703043,2017-03-04,3,106.326572981857,6.0,9.125,5.0,5,0,9,3,6,0,1
1703053,2017-03-05,3,135.958950858257,7.0,7.375,12.0,61,0,9,3,7,0,1
1703063,2017-03-06,3,86.9960424642728,8.0,3.75,17.0,0,0,10,3,1,0,1
1703073,2017-03-07,3,83.4283849697076,7.0,1.75,7.0,20,0,10,3,2,0,1
1703083,2017-03-08,3,82.5934194590142,6.0,5.75,9.0,61,0,10,3,3,0,1
1703093,2017-03-09,3,71.3137895523492,7.0,7.375,8.0,21,0,10,3,4,0,1
1703103,2017-03-10,3,85.9999360805292,4.0,8.75,16.0,0,0,10,3,5,0,1
1703113,2017-03-11,3,108.418382637731,2.0,7.75,9.0,0,0,10,3,6,0,1
1703123,2017-03-12,3,124.789965526841,6.0,6.375,9.0,61,0,10,3,7,0,1
1703133,2017-03-13,3,97.5939745535462,7.0,6.625,7.0,5,0,11,3,1,0,1
1703143,2017-03-14,3,83.7407885397308,6.0,10.5,13.0,0,0,11,3,2,0,1
1703153,2017-03-15,3,64.5780317895003,0.0,9.25,16.0,5,0,11,3,3,0,1
1703163,2017-03-16,3,71.8054617106975,5.0,11.75,9.0,0,0,11,3,4,0,1
1703173,2017-03-17,3,82.3548698176422,6.0,6.75,18.0,63,0,11,3,5,0,1
1703183,2017-03-18,3,102.87506239681,5.0,6.875,22.0,21,0,11,3,6,0,1
1703193,2017-03-19,3,109.641199449158,8.0,3.875,9.0,79,0,11,3,7,0,1
1703203,2017-03-20,3,73.0242608684537,7.0,10.25,8.0,61,0,12,3,1,0,1
1703213,2017-03-21,3,92.1372741343699,5.0,8.75,20.0,21,0,12,3,2,0,2
1703223,2017-03-22,3,101.654984780132,0.0,10.75,11.0,0,0,12,3,3,0,2
1703233,2017-03-23,3,81.3953457468891,4.0,8.125,11.0,61,0,12,3,4,0,2
1703243,2017-03-24,3,92.3970924998567,0.0,10.5,7.0,0,0,12,3,5,0,2
1703253,2017-03-25,3,142.808942965401,3.0,9.875,12.0,0,0,12,3,6,0,2
1703263,2017-03-26,3,147.749370577668,3.0,9.375,7.0,0,0,12,3,7,0,2
1703273,2017-03-27,3,105.119114588585,0.0,12.5,11.0,10,0,13,3,1,0,2
1703283,2017-03-28,3,141.684536419139,0.0,13.875,7.0,0,0,13,3,2,0,2
1703293,2017-03-29,3,115.381551439348,8.0,10.0,13.0,21,0,13,3,3,0,2
1703303,2017-03-30,3,115.063014487946,7.0,16.0,12.0,61,0,13,3,4,0,2
1703313,2017-03-31,3,157.481998785748,0.0,19.75,7.0,61,0,13,3,5,0,2
1704013,2017-04-01,3,211.755833640533,2.0,15.75,7.0,0,0,13,4,6,0,2
1704023,2017-04-02,3,188.064263906535,2.0,13.375,13.0,0,0,13,4,7,0,2
1704033,2017-04-03,3,101.173868201099,2.0,10.375,8.0,61,0,14,4,1,0,2
1704043,2017-04-04,3,144.48225784655,2.0,12.625,8.0,0,0,14,4,2,0,2
1704053,2017-04-05,3,94.3263408382335,5.0,9.875,18.0,21,0,14,4,3,0,2
1704063,2017-04-06,3,118.869514113661,6.0,10.0,17.0,0,0,14,4,4,0,2
1704073,2017-04-07,3,128.841093710239,6.0,11.125,18.0,20,0,14,4,5,0,2
1704083,2017-04-08,3,215.929338577534,7.0,10.875,12.0,61,0,14,4,6,0,2
1704093,2017-04-09,3,207.685117628376,0.0,16.0,9.0,5,0,14,4,7,0,2
1704103,2017-04-10,3,180.185219117576,7.0,9.5,19.0,21,0,15,4,1,0,2
1704113,2017-04-11,3,178.857217552131,5.0,8.75,18.0,21,0,15,4,2,0,2
1704123,2017-04-12,3,140.537089366937,7.0,8.75,13.0,61,0,15,4,3,0,2
1704133,2017-04-13,3,238.93565386119,7.0,9.0,18.0,61,0,15,4,4,0,2
1704153,2017-04-15,3,355.356015292507,6.0,8.125,23.0,63,0,15,4,6,0,2
1704163,2017-04-16,3,208.028073939397,7.0,6.875,7.0,61,0,15,4,7,0,2
1704173,2017-04-17,3,220.822836970653,6.0,6.25,10.0,61,0,16,4,1,0,2
1704183,2017-04-18,3,174.405032102088,4.0,5.625,15.0,21,0,16,4,2,0,2
1704193,2017-04-19,3,166.270946808251,0.0,6.375,10.0,0,0,16,4,3,0,2
1704203,2017-04-20,3,158.4435755673,7.0,8.25,12.0,21,0,16,4,4,0,2
1704213,2017-04-21,3,172.182312895265,7.0,11.875,19.0,61,0,16,4,5,0,2
1704223,2017-04-22,3,142.250829321991,5.0,7.5,21.0,61,0,16,4,6,0,2
1704233,2017-04-23,3,128.011118638722,4.0,7.875,20.0,21,0,16,4,7,0,2
1704243,2017-04-24,3,110.815677841066,7.0,8.875,17.0,63,0,17,4,1,0,2
1704253,2017-04-25,3,90.8424805388247,5.0,5.5,15.0,69,0,17,4,2,0,2
1704263,2017-04-26,3,91.9799340844463,6.0,7.625,7.0,61,0,17,4,3,0,2
1704273,2017-04-27,3,86.5414452917236,6.0,8.625,13.0,61,0,17,4,4,0,2
1704283,2017-04-28,3,91.6206157973301,7.0,8.625,10.0,61,0,17,4,5,0,2
1704293,2017-04-29,3,142.668665736822,4.0,7.125,9.0,61,0,17,4,6,0,2
1704303,2017-04-30,3,263.074963178365,1.0,11.875,12.0,0,0,17,4,7,0,2
1705023,2017-05-02,3,121.933716606701,2.0,10.875,21.0,5,0,18,5,2,0,2
1705033,2017-05-03,3,119.106872435795,3.0,11.25,20.0,5,0,18,5,3,0,2
1705043,2017-05-04,3,74.6328709215242,7.0,10.625,19.0,0,0,18,5,4,0,2
1705053,2017-05-05,3,78.6283508592188,7.0,8.25,15.0,61,0,18,5,5,0,2
1705063,2017-05-06,3,187.893403457783,7.0,11.0,7.0,0,0,18,5,6,0,2
1705073,2017-05-07,3,199.339353285128,0.0,17.125,9.0,0,0,18,5,7,0,2
1705083,2017-05-08,3,93.5346324124759,1.0,9.75,19.0,5,0,19,5,1,0,2
1705093,2017-05-09,3,150.630312037039,4.0,10.0,12.0,21,0,19,5,2,0,2
1705103,2017-05-10,3,119.911954666173,7.0,9.25,11.0,61,0,19,5,3,0,2
1705113,2017-05-11,3,131.244722476807,0.0,13.375,14.0,21,0,19,5,4,0,2
1705123,2017-05-12,3,126.143339639084,7.0,12.75,13.0,61,0,19,5,5,0,2
1705133,2017-05-13,3,209.808530503879,6.0,17.875,6.0,21,0,19,5,6,0,2
1705143,2017-05-14,3,243.839147660595,2.0,18.75,12.0,0,0,19,5,7,0,2
1705153,2017-05-15,3,128.732413284614,3.0,17.375,9.0,0,0,20,5,1,0,2
1705163,2017-05-16,3,124.651715960501,7.0,14.125,8.0,61,0,20,5,2,0,2
1705173,2017-05-17,3,100.509180114311,6.0,23.125,7.0,21,0,20,5,3,0,2
1705183,2017-05-18,3,106.689064260606,4.0,23.125,12.0,21,0,20,5,4,0,2
1705193,2017-05-19,3,122.084205270661,6.0,17.375,7.0,21,0,20,5,5,0,2
1705203,2017-05-20,3,182.261517278229,4.0,16.0,12.0,21,0,20,5,6,0,2
1705213,2017-05-21,3,227.67270257599,1.0,18.625,12.0,21,0,20,5,7,0,2
1705223,2017-05-22,3,128.575815518014,0.0,17.75,9.0,61,0,21,5,1,0,2
1705233,2017-05-23,3,110.225477848188,4.0,22.125,15.0,95,0,21,5,2,0,2
1705243,2017-05-24,3,133.616732956026,3.0,17.125,18.0,0,0,21,5,3,0,2
1705253,2017-05-25,3,210.548524011838,2.0,18.875,12.0,61,0,21,5,4,0,2
1705263,2017-05-26,3,214.844989934608,0.0,20.75,6.0,0,0,21,5,5,0,2
1705273,2017-05-27,3,242.802648676142,0.0,24.75,7.0,61,0,21,5,6,0,2
1705283,2017-05-28,3,258.875202728905,1.0,22.375,14.0,61,0,21,5,7,0,2
1705293,2017-05-29,3,143.870005518646,5.0,18.75,7.0,0,0,22,5,1,0,2
1705303,2017-05-30,3,99.5288254799332,6.0,20.5,14.0,5,0,22,5,2,0,2
1705313,2017-05-31,3,137.596314089354,5.0,15.5,18.0,5,0,22,5,3,0,2
1706013,2017-06-01,3,131.185928554762,0.0,17.375,12.0,5,0,22,6,4,0,2
1706023,2017-06-02,3,108.539694596306,0.0,20.25,9.0,5,0,22,6,5,0,2
1706033,2017-06-03,3,202.327403612151,7.0,17.5,5.0,61,0,22,6,6,0,2
1706043,2017-06-04,3,213.121898505059,5.0,17.125,14.0,61,0,22,6,7,0,2
1706053,2017-06-05,3,300.22343502337,1.0,20.125,9.0,0,0,23,6,1,0,2
1706063,2017-06-06,3,140.565536536744,4.0,21.625,10.0,61,0,23,6,2,0,2
1706073,2017-06-07,3,162.153139309064,7.0,12.25,14.0,63,0,23,6,3,0,2
1706083,2017-06-08,3,118.536762094212,7.0,14.875,8.0,61,0,23,6,4,0,2
1706093,2017-06-09,3,163.069676294977,6.0,20.25,14.0,95,0,23,6,5,0,2
1706103,2017-06-10,3,210.975177421469,5.0,19.25,10.0,0,0,23,6,6,0,2
1706113,2017-06-11,3,215.171645362008,2.0,25.0,11.0,61,0,23,6,7,0,2
1706123,2017-06-12,3,133.14564353779,7.0,16.25,16.0,61,0,24,6,1,0,2
1706133,2017-06-13,3,144.137864637622,6.0,16.125,16.0,21,0,24,6,2,0,2
1706143,2017-06-14,3,141.310244761151,7.0,19.125,9.0,21,0,24,6,3,0,2
1706153,2017-06-15,3,149.097950537212,3.0,22.75,6.0,21,0,24,6,4,0,2
1706163,2017-06-16,3,188.189995473921,5.0,17.375,20.0,21,0,24,6,5,0,2
1706173,2017-06-17,3,289.376417642361,0.0,20.125,15.0,0,1,24,6,6,0,2
1706183,2017-06-18,3,301.35058891641,2.0,24.25,9.0,21,1,24,6,7,0,2
1706193,2017-06-19,3,211.583246910582,1.0,25.375,7.0,0,1,25,6,1,0,2
1706203,2017-06-20,3,181.240683684111,0.0,20.75,12.0,0,1,25,6,2,0,2
1706213,2017-06-21,3,181.547354525725,3.0,18.75,10.0,61,1,25,6,3,0,2
1706223,2017-06-22,3,143.490671929285,3.0,20.25,10.0,95,1,25,6,4,0,3
1706233,2017-06-23,3,172.344413428855,7.0,17.25,14.0,61,1,25,6,5,0,3
1706243,2017-06-24,3,367.632769652741,6.0,17.875,19.0,61,1,25,6,6,0,3
1706253,2017-06-25,3,257.372454543866,7.0,17.25,16.0,20,1,25,6,7,0,3
1706263,2017-06-26,3,161.648694395923,3.0,17.375,16.0,21,0,26,6,1,0,3
1706273,2017-06-27,3,134.933457557944,3.0,16.375,9.0,21,0,26,6,2,0,3
1706283,2017-06-28,3,185.573198643115,6.0,19.75,18.0,21,0,26,6,3,0,3
1706293,2017-06-29,3,155.221902949467,7.0,17.875,8.0,61,0,26,6,4,0,3
1706303,2017-06-30,3,126.129236923882,7.0,14.875,11.0,63,0,26,6,5,0,3
1707013,2017-07-01,3,183.864255743189,7.0,17.625,10.0,21,0,26,7,6,0,3
1707023,2017-07-02,3,246.338419886437,7.0,17.125,18.0,21,0,26,7,7,0,3
1707033,2017-07-03,3,187.71776492446,7.0,18.625,14.0,95,0,27,7,1,0,3
1707053,2017-07-05,3,199.163798137962,2.0,19.0,9.0,5,0,27,7,3,0,3
1707063,2017-07-06,3,188.91776073987,0.0,18.375,8.0,5,0,27,7,4,0,3
1707073,2017-07-07,3,192.727972707754,5.0,20.625,7.0,61,0,27,7,5,0,3
1707083,2017-07-08,3,241.187433084311,4.0,20.625,16.0,21,0,27,7,6,0,3
1707093,2017-07-09,3,329.248061272308,1.0,19.125,9.0,5,0,27,7,7,0,3
1707103,2017-07-10,3,177.453927895789,7.0,17.5,6.0,61,0,28,7,1,0,3
1707113,2017-07-11,3,168.296001762297,6.0,19.875,11.0,95,0,28,7,2,0,3
1707123,2017-07-12,3,154.145230589462,7.0,14.75,12.0,61,0,28,7,3,0,3
1707133,2017-07-13,3,189.580727494569,6.0,16.875,15.0,61,0,28,7,4,0,3
1707143,2017-07-14,3,183.691695131553,3.0,19.5,8.0,61,0,28,7,5,0,3
1707153,2017-07-15,3,245.417481970711,7.0,18.75,10.0,21,0,28,7,6,0,3
1707163,2017-07-16,3,285.659838885549,8.0,17.375,9.0,61,0,28,7,7,0,3
1707173,2017-07-17,3,210.556063204536,6.0,18.5,12.0,0,0,29,7,1,0,3
1707183,2017-07-18,3,210.035193962853,5.0,18.75,7.0,0,0,29,7,2,0,3
1707193,2017-07-19,3,264.262174906022,1.0,22.5,13.0,0,0,29,7,3,0,3
1707203,2017-07-20,3,231.137564394634,7.0,21.5,5.0,61,0,29,7,4,0,3
1707213,2017-07-21,3,240.009691214717,2.0,20.5,10.0,0,0,29,7,5,0,3
1707223,2017-07-22,3,311.79730154225,7.0,18.5,9.0,63,0,29,7,6,0,3
1707233,2017-07-23,3,270.892805038016,6.0,19.375,12.0,61,0,29,7,7,0,3
1707243,2017-07-24,3,319.719249418743,7.0,18.75,10.0,21,0,30,7,1,0,3
1707253,2017-07-25,3,256.669227442759,7.0,16.25,16.0,63,0,30,7,2,0,3
1707263,2017-07-26,3,287.611585624058,0.0,20.875,10.0,61,0,30,7,3,0,3
1707273,2017-07-27,3,264.347742587261,6.0,19.5,10.0,61,0,30,7,4,0,3
1707283,2017-07-28,3,291.869109786323,6.0,18.125,17.0,61,0,30,7,5,0,3
1707293,2017-07-29,3,367.886160346572,5.0,19.625,11.0,61,0,30,7,6,0,3
1707303,2017-07-30,3,322.250156339845,5.0,24.0,11.0,61,0,30,7,7,0,3
1707313,2017-07-31,3,294.721801189509,2.0,22.75,9.0,21,0,31,7,1,0,3
1708013,2017-08-01,3,294.872700835774,6.0,21.375,7.0,21,0,31,8,2,0,3
1708023,2017-08-02,3,304.11610963943,5.0,21.375,8.0,61,0,31,8,3,0,3
1708033,2017-08-03,3,290.500488567803,7.0,20.125,10.0,95,0,31,8,4,0,3
1708043,2017-08-04,3,296.329975775803,6.0,19.625,18.0,21,0,31,8,5,0,3
1708053,2017-08-05,3,323.640426901058,4.0,20.125,12.0,21,0,31,8,6,0,3
1708063,2017-08-06,3,306.788962919757,3.0,18.5,13.0,21,0,31,8,7,0,3
1708073,2017-08-07,3,279.605045716123,2.0,22.4875,8.0,61,0,32,8,1,0,3
1708083,2017-08-08,3,325.750887704869,6.0,23.0625,8.0,21,0,32,8,2,0,3
1708093,2017-08-09,3,294.987094993166,1.0,21.125,11.0,0,0,32,8,3,0,3
1708103,2017-08-10,3,247.418838307197,6.0,19.6,9.0,61,0,32,8,4,0,3
1708113,2017-08-11,3,231.41872971895,7.0,16.375,8.0,61,0,32,8,5,0,3
1708123,2017-08-12,3,293.212102250901,7.0,15.5625,8.0,61,0,32,8,6,0,3
1708133,2017-08-13,3,317.981827860432,4.0,17.825,11.0,21,0,32,8,7,0,3
1708143,2017-08-14,3,235.073505255603,1.0,18.6375,12.0,0,0,33,8,1,0,3
1708153,2017-08-15,3,256.477737683784,2.0,25.0625,9.0,0,0,33,8,2,0,3
1708163,2017-08-16,3,223.342663387873,3.0,20.8625,8.0,0,0,33,8,3,0,3
1708173,2017-08-17,3,196.017526514133,5.0,21.8,10.0,63,0,33,8,4,0,3
1708183,2017-08-18,3,222.037173809602,6.0,19.6625,7.0,0,0,33,8,5,0,3
1708193,2017-08-19,3,237.468659429889,5.0,16.9375,11.0,63,0,33,8,6,0,3
1708203,2017-08-20,3,290.670880726839,6.0,16.0125,10.0,61,0,33,8,7,0,3
1708213,2017-08-21,3,206.04345319101,7.0,17.2,15.0,61,0,34,8,1,0,3
1708223,2017-08-22,3,184.444297083114,4.0,17.6125,11.0,21,0,34,8,2,0,3
1708233,2017-08-23,3,217.364001604778,0.0,19.4375,9.0,5,0,34,8,3,0,3
1708243,2017-08-24,3,198.899809873781,3.0,19.4875,14.0,21,0,34,8,4,0,3
1708253,2017-08-25,3,187.866584876945,3.0,19.7625,13.0,21,0,34,8,5,0,3
